library,Evaluator,question,qa_cos,qa_dot,mini_l6,mini_l12,snowflake,nomic
IDR,BM,List the main factors that can initiate the transition of a protein between a folded and an unfolded state?,0.2,0.176470588,0.078947368,0.176470588,0.428571429,0.277777778
IDR,BM,Can interactions with a small molecule unfold a protein?,0.0625,0.363636364,0.16,0.363636364,0.333333333,0.291666667
IDR,BM,How much surface area is buried during the dimerization of HdeA?,0.1875,0.1875,0.1875,0.1875,0.25,0.1875
IDR,BM,What are the main differences between passive and active factors that can induce the unfolding of proteins?,0.193548387,0.269230769,0.238095238,0.269230769,0.25,0.238095238
IDR,BM,What induces the unfolding of the cytoplasmic tails of integrins?,0.071428571,0.176470588,0.157894737,0.176470588,0.25,0.115384615
IDR,BM,What is the basis of differentiating two kinds of factors that can change the structural states of conditionally unfolded proteins?,0.069767442,0.129032258,0.069767442,0.129032258,0.2,0.208333333
IDR,BM,What is an NLS?,0.5,0.25,0.090909091,0.25,0,0.105263158
IDR,BM,Give a summary of the main functions of short liear motifs in the human proteome!,0.266666667,0.12,0.529411765,0.12,0.142857143,0.176470588
IDR,BM,Do human phosphorylation sites predominantly reside in ordered regions of proteins?,0.136363636,0.0625,0.210526316,0.25,0.25,0.117647059
IDR,BM,How many motifs are estimated to exist in the human proteome?,0.352941176,0.3125,0.2,0.3125,0.090909091,0.2
IDR,BM,How do different motifs play a role in the general function of various proteins?,0.25,0.545454545,0.3125,0.545454545,0.25,0.25
IDR,BM,What are the motifs present in human CBP?,0.166666667,0.181818182,0.333333333,0.181818182,0.333333333,0.357142857
IDR,BM,What is the effect that the presence of a motif exerts on the fate of the full protein?,0.038461538,0.0625,0.052631579,0.0625,0.25,0.214285714
IDR,BM,What are RHIM sequences?,0.029411765,0.083333333,0.027777778,0.083333333,0.222222222,0.055555556
IDR,BM,What are the key ways in which post-translational modifications regulate disordered proteins?,0.210526316,0.065217391,0.12,0.065217391,0.75,0.294117647
IDR,BM,Does p120 catenin regulate cell adhesion?,0.023255814,0.075,0.088235294,0.075,0.25,0.4
IDR,BM,What signaling is affected by MSI-1436?,0.093023256,0.008474576,0.083333333,0.008474576,0.018518519,0.2
IDR,BM,What are the special biophysical and cellular features of how disordered proteins interact with their partners?,0.02173913,0.09375,0.028571429,0.09375,0.333333333,0.2
IDR,BM,How is the binding of the LAT protein regulated?,0.047619048,0.026315789,0.666666667,0.026315789,0.041666667,0.052631579
IDR,BM,"In a physical and biological sense, what makes the protein-protein interaction modes of disordered proteins special?",0.181818182,0.121212121,0.028571429,0.121212121,0.333333333,0.2
IDR,BM,What is CALVADOS?,0.19047619,0.029411765,0.03125,0.029411765,0,0.066666667
IDR,BM,What are the main steps to computationally generating conformational ensembles of disordered proteins?,0.023255814,0.1,0.266666667,0.1,0.3,0.3
IDR,BM,Are compact IDRs generally longer than extended IDRs?,0.166666667,0.285714286,0.272727273,0.285714286,0.166666667,0.027777778
IDR,BM,How many disordered regions were identified in the human proteome?,0.055555556,0.055555556,0.055555556,0.055555556,0.083333333,0.052631579
IDR,BM,What are the effects of the compaction of disordered proteins on their biological functions?,0.038961039,0.025,0.15,0.075,0.571428571,0.142857143
PTM,BM,What is the compaction of human p53?,0.019607843,0.015625,0.016949153,0.015625,0,0.03030303
PTM,BM,How is the biological role of a disordered protein dependent on the degree to which it has a compact overall structure?,0.018181818,0.016393443,0.025,0.016393443,0.333333333,0.041666667
PTM,BL,What is CoA?,0.2,0.1,0.125,0.066666667,0.2,0.16
PTM,BL,What is acetyl-CoA?,0.294117647,0.153846154,0.081081081,0.153846154,0.024390244,0.3
PTM,BL,What is succinyl-CoA?,0.214285714,0.307692308,0.230769231,0.307692308,0.428571429,0.153846154
PTM,BL,What reactions does SIRT5 catalyze?,0.153846154,0.3,0.25,0.25,0.166666667,0.45
PTM,BL,What is lysine acylation?,0.307692308,0.333333333,0.19047619,0.333333333,0.5,0.25
PTM,BL,What is lysine acetylation?,0.142857143,0.25,0.142857143,0.25,0.148148148,0.277777778
PTM,BL,"Where, within cells, is succinyl-CoA found?",0.208333333,0.25,0.4,0.25,0.333333333,0.4
PTM,BL,What species is succinyl-CoA found in?,0.259259259,0.026315789,0.130434783,0.026315789,0.083333333,0.052631579
PTM,BL,What processes do lysine acylations regulate?,0.166666667,0.157894737,0.157894737,0.157894737,0.6,0.04
PTM,BL,"Where, within proteins, does lysine acetylation happen?",0.088235294,0.2,0.021276596,0.15,0.071428571,0.025641026
PTM,BL,Are there lysine acylation reader domains in bacteria?,0.15,0.055555556,0.047619048,0.055555556,0.363636364,0.052631579
PTM,BL,What lysine acylation reader domains are known in mammals?,0.136363636,0.05,0.125,0.2,0.571428571,0.173913043
PTM,BL,"What enzymes succinylate lysines outside of mitochondria, and where does their succinyl-CoA come from?",0.235294118,0.166666667,0.227272727,0.166666667,0,0.291666667
PTM,BL,"What PTM does succinylation overlap with, and to what percentage?",0.176470588,0.272727273,0,0.272727273,0.2,0
PTM,BL,What evidence is there for demalonylation by SIRT5?,0.119047619,0.09375,0.5,0.09375,0.133333333,0.166666667
PTM,BL,"Is there a known ""writer"" enzyme for lysine malonylation?",0.020833333,0.016666667,0.066666667,0.016666667,0.166666667,0.047619048
PTM,BL,Whats a possible source of non-enzymatic lysine acetylation?,0.054545455,0.090909091,0.15625,0.090909091,0.75,0.166666667
PTM,BL,What species does acetylphosphate-dependent lysine acetylation occur in?,0.015625,0.2,0.025,0.2,0.032258065,0.384615385
PTM,BL,What acylation-related enzymes are used by pathogenic bacteria to attack their hosts?,0.3,0.176470588,0.25,0.176470588,0.333333333,0.3
PTM,BL,What does alpha-ketoglutarate do in the context of lysine acylations?,0.051282051,0.047619048,0.038461538,0.047619048,0.5,0.05
