library,Evaluator,question,qa_cos,qa_dot,mini_l6,mini_l12,snowflake,nomic
IDR,BM,The regulation of disordered proteins is characteristically different from that of ordered ones; explain the reasons for this!,0.891275262,0.792451379,0.919296961,0.789710291,0.806647779,0.88118925
IDR,BM,What is ELM?,0.91497993,0.914857099,0.916464025,0.900870748,0.615789615,0.891975283
IDR,BM,What are the main attributes of short linear motifs?,0.796550424,0.795728845,0.801634372,0.802143082,0.859199704,0.880929013
IDR,BM,Is the motif LIG_PCNA present in archaea?,0.702036551,0.734416627,0.697464183,0.736763067,0.779316438,0.685531946
IDR,BM,What is the difference in charge and hydrophobicity between disordered proteins in general and Ligand motif instances?,0.673893746,0.668884052,0.829016089,0.796572899,0.642541817,0.827258344
IDR,BM,"Why do short linear motifs typically reside in disordered protein regions, and what are the biological consequences of this?",0.67269299,0.956250156,0.90083996,0.953204628,0.68240915,0.913826074
IDR,BM,What are degradation motifs (degrons)?,0.95844666,0.78367561,0.860522022,0.752355147,0.899044352,0.796136685
IDR,BM,Why is it biologically important that motifs are commonly found in unstructred parts of proteins?,0.743319635,0.824381013,0.847766468,0.764935377,0.764240319,0.634778272
IDR,BM,What are PTMs?,0.806109175,0.808456745,0.78089478,0.850051663,0.222745615,0.859601437
IDR,BM,List the main factors that can initiate the transition of a protein between a folded and an unfolded state?,0.916408832,0.884386924,0.910331039,0.908701056,0.918844512,0.900054442
IDR,BM,Can interactions with a small molecule unfold a protein?,0.796846348,0.896474979,0.894292467,0.884905855,0.892541095,0.871924655
IDR,BM,How much surface area is buried during the dimerization of HdeA?,0.983114042,0.971105934,0.96392904,0.983114042,0.824025848,0.856633639
IDR,BM,What are the main differences between passive and active factors that can induce the unfolding of proteins?,0.84282134,0.848139724,0.633524059,0.848739724,0.715674412,0.871126788
IDR,BM,What induces the unfolding of the cytoplasmic tails of integrins?,0.73321771,0.847140093,0.691519676,0.844057584,0.765270959,0.749548041
IDR,BM,What is the basis of differentiating two kinds of factors that can change the structural states of conditionally unfolded proteins?,0.895095562,0.928676959,0.705223406,0.9274105,0.683185576,0.912464579
IDR,BM,What is an NLS?,0.860495024,0.726993121,0.764032271,0.582206402,0.854896899,0.776598346
IDR,BM,Give a summary of the main functions of short liear motifs in the human proteome!,0.59588631,0.847893372,0.57212284,0.866573207,0.8812183,0.586448534
IDR,BM,Do human phosphorylation sites predominantly reside in ordered regions of proteins?,0.928218971,0.915200189,0.891473241,0.915200189,0.757968492,0.935262045
IDR,BM,How many motifs are estimated to exist in the human proteome?,0.660656232,0.669085287,0.694564938,0.669085287,0.659055147,0.647797672
IDR,BM,How do different motifs play a role in the general function of various proteins?,0.932560268,0.872476282,0.919092589,0.881270517,0.470276426,0.896618467
IDR,BM,What are the motifs present in human CBP?,0.63133899,0.647449534,0.818965276,0.541508295,0.80445642,0.608087679
IDR,BM,What is the effect that the presence of a motif exerts on the fate of the full protein?,0.889574762,0.803393273,0.580456588,0.809294126,0.710362909,0.823871228
IDR,BM,What are RHIM sequences?,0.620384157,0.652503726,0.595725075,0.595917313,0.741476803,0.695777342
IDR,BM,What are the key ways in which post-translational modifications regulate disordered proteins?,0.805216507,0.769614413,0.842557021,0.90516154,0.86925626,0.876856593
IDR,BM,Does p120 catenin regulate cell adhesion?,0.96476065,0.908874297,0.908844219,0.910738484,0.869974345,0.910738484
IDR,BM,What signaling is affected by MSI-1436?,0.937160119,0.652464267,0.582083282,0.622419966,0.630663334,0.910919385
IDR,BM,What are the special biophysical and cellular features of how disordered proteins interact with their partners?,0.927223493,0.729959099,0.676217069,0.711873981,0.804104969,0.904895056
IDR,BM,How is the binding of the LAT protein regulated?,0.642471651,0.736108967,0.625273272,0.676163805,0.559334909,0.541340951
IDR,BM,"In a physical and biological sense, what makes the protein-protein interaction modes of disordered proteins special?",0.907024903,0.867647554,0.872837427,0.884974561,0.819553106,0.880446604
IDR,BM,What is CALVADOS?,0.962708004,0.807917079,0.713300617,0.894842082,0.584292185,0.556185698
IDR,BM,What are the main steps to computationally generating conformational ensembles of disordered proteins?,0.944010752,0.773092704,0.822416894,0.804328522,0.901748161,0.813675262
IDR,BM,Are compact IDRs generally longer than extended IDRs?,0.772915587,0.775987913,0.831762544,0.831762544,0.84465808,0.832185087
IDR,BM,How many disordered regions were identified in the human proteome?,0.479053711,0.479053711,0.395963904,0.507961982,0.299435463,0.455101273
IDR,BM,What are the effects of the compaction of disordered proteins on their biological functions?,0.925834994,0.613204744,0.598736959,0.756949378,0.85682723,0.736158989
PTM,BM,What is the compaction of human p53?,0.823286124,0.517622182,0.40870047,0.597632766,0.739509213,0.505283875
PTM,BM,How is the biological role of a disordered protein dependent on the degree to which it has a compact overall structure?,0.792764269,0.797450445,0.867999163,0.779832476,0.770915738,0.700737164
PTM,BL,What is CoA?,0.926553596,0.80002804,0.90207454,0.689359458,0.676211984,0.91566613
PTM,BL,What is acetyl-CoA?,0.912799473,0.816443472,0.709181724,0.833367464,0.896574942,0.905017278
PTM,BL,What is succinyl-CoA?,0.826739383,0.84911322,0.689837343,0.834337637,0.763586281,0.861525794
PTM,BL,What reactions does SIRT5 catalyze?,0.782784124,0.780459196,0.766628727,0.787501939,0.795660977,0.80597111
PTM,BL,What is lysine acylation?,0.864269425,0.787259156,0.816483065,0.777548693,0.858921637,0.792270473
PTM,BL,What is lysine acetylation?,0.793860875,0.751749156,0.796177809,0.742080383,0.814523947,0.796856948
PTM,BL,"Where, within cells, is succinyl-CoA found?",0.784778789,0.721804489,0.870296217,0.784521674,0.789069294,0.783609924
PTM,BL,What species is succinyl-CoA found in?,0.854283829,0.762643034,0.697026792,0.694241408,0.826903359,0.845983878
PTM,BL,What processes do lysine acylations regulate?,0.719720553,0.839441902,0.862880743,0.781017461,0.652046314,0.805911296
PTM,BL,"Where, within proteins, does lysine acetylation happen?",0.695149127,0.758289753,0.776796936,0.76745113,0.746089309,0.666925593
PTM,BL,Are there lysine acylation reader domains in bacteria?,0.890426276,0.869728387,0.847982329,0.869490647,0.735366879,0.878501205
PTM,BL,What lysine acylation reader domains are known in mammals?,0.825316975,0.838591854,0.702272369,0.837656656,0.662139566,0.908458768
PTM,BL,"What enzymes succinylate lysines outside of mitochondria, and where does their succinyl-CoA come from?",0.688081473,0.686129105,0.75126564,0.693314647,0.798746862,0.730019387
PTM,BL,"What PTM does succinylation overlap with, and to what percentage?",0.637098885,0.63862153,0.607105443,0.664173117,0.298266239,0.701152852
PTM,BL,What evidence is there for demalonylation by SIRT5?,0.933464318,0.792215888,0.880678977,0.84157368,0.847800417,0.848103272
PTM,BL,"Is there a known ""writer"" enzyme for lysine malonylation?",0.613971248,0.817257353,0.674090489,0.828701915,0.897988855,0.537780911
PTM,BL,Whats a possible source of non-enzymatic lysine acetylation?,0.905602205,0.899081853,0.87730321,0.893594096,0.684373318,0.807042548
PTM,BL,What species does acetylphosphate-dependent lysine acetylation occur in?,0.771092636,0.789452174,0.636002003,0.749568768,0.796141876,0.781700613
PTM,BL,What acylation-related enzymes are used by pathogenic bacteria to attack their hosts?,0.986396667,0.946957907,0.986396667,0.867969094,0.566129353,0.988477565
PTM,BL,What does alpha-ketoglutarate do in the context of lysine acylations?,0.789089492,0.668212445,0.719221223,0.704455065,0.439618531,0.686628296
