,model,qa-cos,mini-l6,snowflake
671,llama3,0.935969617,0.85345678,0.829512335
672,llama3,0.686422967,0.668438965,0.5287937
673,llama3,0.984697841,0.991192773,0.985726393
674,llama3,,0.664691198,
675,llama3,0.959798153,0.914631214,
676,llama3,0.397171376,0.751377649,0.861258316
677,llama3,0.448256546,0.432375874,
678,llama3,0.631751168,0.631751168,0.756968287
679,llama3,0.985748868,0.616396868,0.897733292
680,llama3,0.712878737,0.892657152,0.973747129
681,llama3,0.744989835,1,0.585938267
682,llama3,0.614645982,0.638949746,0.696756318
683,llama3,0.579151354,0.493152498,0.499184381
684,llama3,0.848163167,0.852615632,0.898415518
685,llama3,0.795599816,,
686,llama3,,,
687,llama3,0.992419787,0.737691666,0.758765475
688,llama3,0.785617887,0.7794569,0.856159478
689,llama3,0.534615219,,0.455957967
690,llama3,0.927712847,,0.839274899
691,llama3,0.792482173,0.715898759,0.794355451
692,llama3,,0.998491786,0.996316637
693,llama3,,0.586984926,
694,llama3,0.731585344,0.521354868,0.586362817
695,llama3,0.942514523,0.486233554,
696,llama3-70b,0.894261523,0.478349847,0.894261523
697,llama3-70b,0.964148199,0.251188353,
698,llama3-70b,0.453755388,0.532211734,0.543645374
699,llama3-70b,0.649329381,0.251718959,0.512739652
700,llama3-70b,0.966214986,0.792654216,0.947376436
701,llama3-70b,,0.739761344,0.739761344
702,llama3-70b,0.897987471,,0.741521385
703,llama3-70b,0.469179395,0.516959547,0.658549414
704,llama3-70b,0.577787728,0.541514952,0.662985559
705,llama3-70b,,0.777381143,
706,llama3-70b,0.99711175,0.917975761,0.928334919
707,llama3-70b,0.825618987,0.883197945,0.774457137
708,llama3-70b,0.543433941,0.329674445,0.448415364
709,llama3-70b,0.948668877,0.565812532,0.842637855
710,llama3-70b,0.643178695,0.952668647,0.555628495
711,llama3-70b,0.788317748,1,1
712,llama3-70b,0.811569337,,0.631224664
713,llama3-70b,0.334948592,0.486652648,0.672481624
714,llama3-70b,,0.997536498,
715,llama3-70b,1,0.787183363,0.9633385
716,llama3-70b,0.751142219,0.775279854,
717,llama3-70b,0.996285386,0.996285386,0.996285386
718,llama3-70b,,,0.989951474
719,llama3-70b,0.981876793,0.762463559,0.994738199
720,llama3-70b,0.896571887,0.735285613,0.835378875
721,llama3-70b,,0.555734956,
722,llama3-70b,0.615192365,,
723,llama3-70b,0.353763261,0.683578626,0.38563169
724,llama3-70b,1,1,1
725,llama3-70b,0.957526123,0.928664713,0.597762575
726,llama3-70b,0.849821736,0.753564174,0.992444315
727,llama3-70b,0.781178816,0.687186381,0.938532731
728,llama3-70b,0.616164418,,0.571882889
729,llama3-70b,0.439616646,0.97532276,0.975168163
730,llama3-70b,1,,0.552776177
731,llama3-70b,,0.548921372,
732,llama3-70b,0.788712521,0.788712521,0.947298823
733,llama3-70b,0.814151235,,0.745895973
734,llama3-70b,0.712597692,0.673262259,
735,llama3-70b,,,
736,llama3-70b,,,
737,llama3-70b,0.718912598,0.531785274,0.531785274
738,llama3-70b,0.441462414,0.712597686,0.687228868
739,llama3-70b,0.817166779,0.816229673,0.822467486
740,llama3-70b,0.527788728,0.534586237,0.539953753
741,llama3-70b,0.489519794,0.611235726,0.442342356
742,llama3-70b,0.555138473,0.678793272,0.549773996
743,llama3-70b,0.447579284,,0.275889695
744,llama3-70b,0.242666696,0.474871153,
745,llama3-70b,1,1,0.985556653
746,llama3-70b,0.998448812,0.722867973,0.889626328
747,llama3-70b,,,0.964947833
748,llama3-70b,0.746524639,0.592678565,0.967168449
749,llama3-70b,,,
750,llama3-70b,0.699282962,0.458259266,0.574964683
751,llama3-70b,0.641432254,1,0.996947895
752,llama3-70b,0.993324838,,0.993324838
753,llama3-70b,0.997361812,0.974997327,1
754,llama3-70b,0.842159656,0.521928229,0.798651654
755,llama3-70b,0.977851811,0.977851811,0.985517936
756,llama3-70b,0.942197794,0.915511737,0.753142157
757,llama3-70b,0.914429566,,0.772954911
758,llama3-70b,,0.423424812,0.659489589
759,llama3-70b,0.945125986,,0.9233967
760,llama3-70b,0.833745923,,
761,llama3-70b,0.978634916,0.978634916,
762,llama3-70b,0.969726678,0.958386194,0.972136176
763,llama3-70b,0.421916468,0.519151946,0.711648147
764,llama3-70b,0.928988924,0.94758536,0.781314792
765,llama3-70b,0.533648528,0.684694241,0.793735715
766,llama3-70b,1,,1
767,llama3-70b,0.878974572,0.881595991,0.971894638
768,llama3-70b,0.846878654,0.849773472,0.853836838
769,llama3-70b,1,1,0.798283534
770,llama3-70b,0.655277147,0.443396746,1
771,llama3-70b,,,
772,llama3-70b,,0.629651534,0.92848483
773,llama3-70b,0.748146584,0.677362663,0.547134258
774,llama3-70b,,0.666756728,0.577254733
775,llama3-70b,0.622373669,0.843498158,0.486722324
776,llama3-70b,,0.967642579,0.53971269
777,llama3-70b,0.76826152,,0.986812814
778,llama3-70b,0.873834247,,0.855373648
779,llama3-70b,,0.283251178,
780,llama3-70b,,0.741765173,0.447572445
781,llama3-70b,0.961473113,,0.491722462
782,llama3-70b,,,0.97481159
783,llama3-70b,0.954177216,0.223299734,0.547335618
784,llama3-70b,0.954899168,0.948535263,0.948535263
785,llama3-70b,0.763972773,0.812729794,0.667931123
786,llama3-70b,0.948318487,0.632923596,0.632923596
787,llama3-70b,,0.833862218,0.791335733
788,llama3-70b,1,1,1
789,llama3-70b,,0.841945397,
790,llama3-70b,0.69454614,0.392922994,
791,llama3-70b,,,
792,llama3-70b,0.297429114,0.493848194,0.723635168
793,llama3-70b,,,0.924583271
794,llama3-70b,0.453764228,0.517511431,0.657457768
795,llama3-70b,0.822884423,0.323181177,
796,llama3-70b,0.839214297,0.575751523,0.882836175
797,llama3-70b,0.856547143,0.911929557,0.866878297
798,llama3-70b,,0.294268186,0.952677218
799,llama3-70b,0.74788843,0.755823573,0.849965864
800,llama3-70b,0.825531967,0.813962127,0.467154221
801,llama3-70b,0.843585891,0.861527369,0.843585891
802,llama3-70b,,0.977155274,0.465194134
803,llama3-70b,0.681365957,0.945199825,0.915984775
804,llama3-70b,0.811593799,,1
805,llama3-70b,0.934532325,,0.934532325
806,llama3-70b,0.792652184,0.645312818,0.724235928
807,llama3-70b,0.719963233,0.963114622,0.559697667
808,llama3-70b,,0.672274192,0.559861114
809,llama3-70b,,0.691293537,0.738494958
810,llama3-70b,0.592731624,0.715424154,0.566672458
811,llama3-70b,0.886481288,0.877541923,0.889546899
812,llama3-70b,0.779788757,0.866345357,0.779788757
813,llama3-70b,0.792273723,0.866213396,0.824481419
814,llama3-70b,0.448775662,0.37362474,0.832336613
815,llama3-70b,0.976554725,,0.976554725
816,llama3-70b,0.961145553,0.969262616,0.961145553
817,llama3-70b,0.991866987,0.494215927,0.526498566
818,llama3-70b,0.925518529,0.911451677,
819,llama3-70b,,,0.777579762
820,llama3-70b,0.981664393,0.885545477,0.996997794
821,llama3-70b,0.485567946,,0.968174356
822,llama3-70b,,,
823,llama3-70b,,0.691142192,0.649762617
824,llama3-70b,0.85414652,0.745964212,
825,llama3-70b,,0.787658193,0.959777712
826,llama3-70b,,,0.41827446
827,llama3-70b,0.815727337,0.282543738,0.969455178
828,llama3-70b,0.993666224,0.874251471,0.837941995
829,llama3-70b,0.99791113,0.844136665,0.475335751
830,llama3-70b,0.819617737,0.779826347,0.979596917
831,llama3-70b,0.843883289,0.829367427,0.868695452
832,llama3-70b,,,
833,llama3-70b,0.516532739,0.222168797,0.214791619
834,llama3-70b,0.375629264,,
835,llama3-70b,,0.57448158,
836,llama3-70b,0.593681653,,
837,llama3-70b,0.417744666,0.274163229,0.713122319
838,llama3-70b,,,0.537314941
839,llama3-70b,,0.827512835,0.854844219
840,llama3-70b,0.846149227,0.867258145,
841,llama3-70b,0.696715642,0.563228459,0.769766378
842,llama3-70b,,,0.991754578
843,llama3-70b,0.793318946,0.927866969,0.927474913
844,llama3-70b,0.848719255,0.863862713,
845,llama3-70b,0.898348888,0.912467884,0.914554464
846,llama3-70b,,,0.998697522
847,llama3-70b,0.486112882,0.987363246,0.863758424
848,llama3-70b,0.828511866,,0.827137296
849,llama3-70b,,0.737742963,0.743613595
850,llama3-70b,0.986559337,0.993649167,1
851,llama3-70b,,0.913576533,0.694989333
852,llama3-70b,0.549729957,0.513721227,0.412961966
853,llama3-70b,0.816757256,0.857345493,0.935917181
854,llama3-70b,0.776425957,0.849536849,0.627425324
855,llama3-70b,0.452463346,0.936621694,0.493868856
856,llama3-70b,0.384781987,0.746944934,0.746428142
857,llama3-70b,,,
858,llama3-70b,0.643734748,0.916283374,0.695758761
859,llama3-70b,0.768297416,0.564978337,0.873572577
860,llama3-70b,0.959267317,0.959267317,0.959267317
861,llama3-70b,0.854117627,0.739348246,0.752288483
862,llama3-70b,,,
863,llama3-70b,0.682182288,0.996184442,0.655918613
864,llama3-70b,0.598788333,,0.632637279
865,llama3-70b,0.88983152,0.997941522,0.919496231
866,llama3-70b,0.494289322,0.389645599,0.472515937
867,llama3-70b,0.837846874,,0.825495997
868,llama3-70b,0.619276568,0.939567597,0.65594945
869,llama3-70b,0.636473487,0.547628868,0.932946927
870,llama3-70b,0.966753272,0.964221493,0.966753272
871,llama3-70b,,,
872,llama3-70b,0.856815163,0.919795612,0.899218211
873,llama3-70b,0.938788869,0.921257341,0.938788869
874,llama3-70b,1,0.899513793,0.899513793
875,llama3-70b,0.722887292,0.534389468,0.525646328
876,llama3-70b,0.749761637,0.751427153,0.745347135
877,llama3-70b,,0.458395682,
878,llama3-70b,0.953357585,0.868441882,0.979136978
879,llama3-70b,0.985156713,0.62347969,0.917895155
880,llama3-70b,0.963967792,0.428379782,0.963967792
881,llama3-70b,0.958253364,0.958253364,0.958253364
882,llama3-70b,0.635716281,0.739437933,0.593991332
883,llama3-70b,0.775514316,0.753959611,0.731444626
884,llama3-70b,0.995727457,0.995727457,0.995727457
885,llama3-70b,,,
886,llama3-70b,0.952324389,0.957358432,0.931885519
887,llama3-70b,0.985595844,0.855428911,0.797796635
888,llama3-70b,0.774817786,0.75943212,0.774817786
889,llama3-70b,0.881353168,0.881353168,0.881353168
890,llama3-70b,0.764723383,0.813365875,0.736791667
891,llama3-70b,,0.762599188,
892,llama3-70b,1,0.895536971,1
893,llama3-70b,0.987961317,0.578998162,0.651474318
894,llama3-70b,,,
895,llama3-70b,0.971111176,0.969183268,0.971111176
896,llama3-70b,0.696441625,0.673231953,0.97422267
897,llama3-70b,,,0.814596786
898,llama3-70b,1,0.846879813,1
899,llama3-70b,0.439619112,,
900,llama3-70b,0.549266577,0.982164247,0.739558576
901,llama3-70b,0.237888516,0.145248277,0.147833298
902,llama3-70b,0.991948228,1,1
903,llama3-70b,0.997251257,0.866162854,0.918223265
904,llama3-70b,0.213862199,,
905,llama3-70b,,,0.693846945
906,llama3-70b,,0.264624236,
907,llama3-70b,,0.863953319,
908,llama3-70b,0.547195147,0.681649649,0.962872665
909,llama3-70b,0.725947623,0.347652818,0.668942611
910,llama3-70b,0.631751168,0.631751168,0.699532631
911,llama3-70b,0.824658937,0.745951114,0.966927323
912,llama3-70b,0.399258653,0.771466243,0.731737845
913,llama3-70b,0.878649287,0.582789937,0.761855433
914,llama3-70b,0.614645982,0.674733745,0.696756318
915,llama3-70b,0.57579482,0.493152498,0.57579482
916,llama3-70b,0.822228181,0.985354119,0.899571123
917,llama3-70b,0.968436452,,
918,llama3-70b,,,
919,llama3-70b,0.829284272,0.727165217,0.846941195
920,llama3-70b,0.782537394,0.754473491,0.788172262
921,llama3-70b,0.397447128,0.766575353,0.619324156
922,llama3-70b,0.914844194,0.991736376,0.817646442
923,llama3-70b,,0.787743953,0.794355451
924,llama3-70b,0.998491786,0.998491786,0.998491786
925,llama3-70b,,0.479998242,
926,llama3-70b,0.693827342,0.522695851,0.663455757
927,llama3-70b,,0.618697387,
928,mistral,0.894261523,0.478349847,0.894261523
929,mistral,0.647554467,0.711992928,0.682339665
930,mistral,0.522775347,0.557116918,0.622548837
931,mistral,0.368653756,0.349479332,0.522642715
932,mistral,0.955331298,0.787915443,0.987479637
933,mistral,,0.78699692,0.722879953
934,mistral,0.579333957,,
935,mistral,0.712813158,0.6993825,0.693464527
936,mistral,0.677177163,0.543813234,0.619623667
937,mistral,0.711166233,0.643683755,
938,mistral,0.881948694,0.924112134,0.649761494
939,mistral,0.965596983,0.668855517,0.956813524
940,mistral,0.392976889,0.355475792,0.434258812
941,mistral,0.523136478,0.61242595,0.547386449
942,mistral,0.658928932,0.818957691,0.936718141
943,mistral,0.615522974,0.615522974,0.577566229
944,mistral,0.722289549,,0.631224664
945,mistral,,0.271874458,0.321194482
946,mistral,0.278496435,0.593629545,0.499939128
947,mistral,0.948656451,0.948656451,0.666525795
948,mistral,0.499377122,0.825552297,0.887458856
949,mistral,0.763352928,0.917242688,0.834461256
950,mistral,0.542612651,0.18838874,0.942836823
951,mistral,0.384513876,0.483698254,0.623293615
952,mistral,0.953198348,0.535796494,0.896571887
953,mistral,0.679934275,,0.471382466
954,mistral,0.741833375,0.755676196,
955,mistral,0.344771372,1,0.532251833
956,mistral,0.883738386,0.793227796,0.674499218
957,mistral,0.559733872,0.899686132,0.687739889
958,mistral,0.772333279,0.496622921,0.727547932
959,mistral,0.837544754,0.762278839,0.818624197
960,mistral,0.574338154,0.632433398,
961,mistral,0.639663743,0.936572499,0.53757438
962,mistral,,,0.552776177
963,mistral,,0.798437772,0.587435263
964,mistral,0.478798942,0.526793394,0.477542562
965,mistral,0.633624665,0.615844549,0.415637838
966,mistral,0.578326468,0.648172569,0.52181228
967,mistral,0.415828987,0.568748314,0.573144437
968,mistral,0.546355339,0.534419241,0.767856217
969,mistral,0.633755119,0.49386252,0.49386252
970,mistral,0.648394459,0.657699523,0.832335379
971,mistral,0.839368289,0.494333924,0.818623838
972,mistral,0.576596145,0.373695464,0.596824445
973,mistral,0.979141883,0.464267592,0.387666275
974,mistral,0.55514812,0.575576144,0.351362682
975,mistral,0.467719556,0.584727557,0.512138165
976,mistral,0.248518299,,0.365262733
977,mistral,0.941377679,0.678178643,0.974254256
978,mistral,0.787521299,0.714317453,0.784391464
979,mistral,0.599435578,0.589857488,0.813451218
980,mistral,0.491844129,0.751192234,0.468796926
981,mistral,0.195836567,0.197813494,
982,mistral,0.573243212,0.327844798,0.524152628
983,mistral,0.743428194,0.978829664,0.827117999
984,mistral,0.929525618,,0.993324838
985,mistral,0.985641787,,0.973727756
986,mistral,0.818353261,0.564291994,0.855373871
987,mistral,0.661932214,0.666719152,0.595385818
988,mistral,0.892312983,0.928617434,0.587937136
989,mistral,,,
990,mistral,0.669613973,0.439699293,0.541957598
991,mistral,0.939425398,0.915396245,0.624446855
992,mistral,0.955817358,,
993,mistral,0.867651861,0.439778746,0.957864333
994,mistral,0.921218668,0.981453562,0.833724142
995,mistral,0.598848182,0.518895149,0.737194335
996,mistral,0.825177589,0.815784144,0.911413553
997,mistral,0.549618266,,0.554811885
998,mistral,0.578534747,0.513962841,0.691251677
999,mistral,0.718494656,0.311219295,0.472311719
1000,mistral,0.696789872,0.521164572,0.472927833
1001,mistral,0.824275293,0.678414914,0.779193778
1002,mistral,,,0.677142561
1003,mistral,,0.298173642,0.736747867
1004,mistral,,,1
1005,mistral,,,0.74983684
1006,mistral,,0.649121191,0.186295972
1007,mistral,0.661935346,0.556498573,0.843895562
1008,mistral,0.389536229,0.641172865,0.525336633
1009,mistral,0.414728285,0.952744668,0.653951645
1010,mistral,0.638224146,,0.964482929
1011,mistral,,0.684764343,
1012,mistral,,0.447572445,
1013,mistral,0.889491573,0.398935638,0.767599425
1014,mistral,0.937319933,0.948589893,0.971237829
1015,mistral,0.527239963,0.63965924,0.496726298
1016,mistral,0.719241566,0.948535263,0.816235859
1017,mistral,0.64182932,,0.474511765
1018,mistral,0.466486134,0.887833895,0.378526912
1019,mistral,0.744611676,0.799378563,0.781876599
1020,mistral,0.912673297,0.962637845,0.912432113
1021,mistral,,0.858678486,0.699116257
1022,mistral,0.185361632,0.441789256,0.475975813
1023,mistral,0.612566893,0.859811336,0.848924525
1024,mistral,0.623446418,0.621448944,0.621159489
1025,mistral,0.877586562,,0.773289155
1026,mistral,0.634841472,0.531237533,0.626447557
1027,mistral,0.989831957,0.969151678,0.346731226
1028,mistral,0.676253259,0.581937215,0.715995323
1029,mistral,0.72574986,0.473615514,0.941583516
1030,mistral,,0.271148718,0.958524681
1031,mistral,0.819985465,0.819985465,0.483597157
1032,mistral,0.643581557,0.217659561,0.783772147
1033,mistral,0.749621873,0.859776133,0.829366957
1034,mistral,,0.238397235,0.769726562
1035,mistral,0.724829913,0.574754464,0.517253252
1036,mistral,0.686638461,0.766517549,0.766267128
1037,mistral,0.595228252,,0.934532325
1038,mistral,0.764954613,0.729242372,0.759673878
1039,mistral,0.654593794,0.665317152,0.451462483
1040,mistral,0.688521556,0.559328599,0.597931685
1041,mistral,0.646775713,0.338645787,0.711824372
1042,mistral,0.717899881,0.855374122,
1043,mistral,0.621445238,0.617838197,
1044,mistral,0.721821342,0.864862765,0.827637172
1045,mistral,,0.781811431,0.765985814
1046,mistral,0.426436767,0.443442425,0.533234796
1047,mistral,0.976554725,0.976554725,0.976554725
1048,mistral,0.947943192,0.86936264,0.694131154
1049,mistral,0.839865794,0.859497133,1
1050,mistral,0.922591836,0.922591836,
1051,mistral,0.691518549,0.454913457,0.478961526
1052,mistral,0.797287483,0.739673459,0.82414168
1053,mistral,0.767989479,0.672991771,0.812677355
1054,mistral,,,
1055,mistral,,0.114729233,0.884285686
1056,mistral,,,
1057,mistral,,,0.58158938
1058,mistral,0.814294889,0.842838753,0.63545698
1059,mistral,,0.789217689,0.531381872
1060,mistral,0.859779289,0.847438226,0.845284292
1061,mistral,0.614132563,0.562559886,0.763742292
1062,mistral,0.861435176,0.623384275,0.617745719
1063,mistral,0.882812615,,0.535535727
1064,mistral,0.468792614,,
1065,mistral,0.513456214,0.498735697,0.763522838
1066,mistral,0.296268284,,0.194618168
1067,mistral,0.772745475,0.755164724,
1068,mistral,0.519567476,,0.536435193
1069,mistral,0.772255525,0.688738672,0.646527889
1070,mistral,,,
1071,mistral,0.991668367,0.996887589,0.994163195
1072,mistral,,0.545348482,0.867258145
1073,mistral,0.598598958,0.563751533,0.888475531
1074,mistral,,,0.992164878
1075,mistral,0.732786616,0.698582499,0.938518454
1076,mistral,0.913577637,0.886367167,0.913577637
1077,mistral,0.933367541,0.919913318,0.885476415
1078,mistral,0.796238362,0.712312856,0.594324633
1079,mistral,0.636142717,0.819251896,0.87814554
1080,mistral,0.545819318,,0.574818396
1081,mistral,,0.762246323,0.766687663
1082,mistral,0.993311128,0.638768495,1
1083,mistral,,0.498416317,0.933341339
1084,mistral,0.584947761,0.64328966,0.569665352
1085,mistral,0.585249897,0.676259662,0.696564326
1086,mistral,0.244651323,0.643691564,0.456397227
1087,mistral,,,0.447298678
1088,mistral,0.526738987,0.556513346,0.479487955
1089,mistral,0.543685793,,0.669813318
1090,mistral,0.675673579,0.667677316,0.547553195
1091,mistral,0.841328782,0.153344243,0.841328782
1092,mistral,0.944794365,0.87193454,0.882313297
1093,mistral,0.852625534,,
1094,mistral,0.176256724,,0.341692146
1095,mistral,0.731539593,0.838244376,0.725428985
1096,mistral,0.686899665,,0.65262953
1097,mistral,0.834322655,0.743931713,0.73991879
1098,mistral,,,
1099,mistral,0.638356365,0.669172432,0.638356365
1100,mistral,0.737297135,0.733634519,0.734855385
1101,mistral,0.671334864,0.793246695,0.926994879
1102,mistral,0.618161355,0.536658365,0.643675352
1103,mistral,0.748368936,0.456559254,0.778792635
1104,mistral,0.518218779,0.826375872,0.743857727
1105,mistral,0.543242233,0.383921465,0.594114838
1106,mistral,0.536414388,0.887563249,0.955836295
1107,mistral,0.722887292,0.299461254,0.722887292
1108,mistral,0.65688754,0.828671568,0.597563557
1109,mistral,0.8641352,0.871134893,0.653598794
1110,mistral,0.942539546,0.649192731,0.947627324
1111,mistral,0.299953822,0.717116124,0.429165322
1112,mistral,0.329595446,0.129791544,0.413144316
1113,mistral,0.958253364,0.958253364,0.958253364
1114,mistral,0.517944615,0.524118645,0.695694747
1115,mistral,0.662623935,0.779127176,0.662623935
1116,mistral,0.481886546,0.684953182,0.378174124
1117,mistral,,,
1118,mistral,0.942915782,0.942915782,0.942915782
1119,mistral,0.583962635,0.138256745,0.581324435
1120,mistral,0.587397276,0.587221218,0.512474944
1121,mistral,0.853167688,0.847114282,0.817437257
1122,mistral,0.622172668,0.761559829,0.845159449
1123,mistral,,0.562282298,
1124,mistral,0.633989186,0.453524796,0.979361546
1125,mistral,0.635881852,0.74835954,0.734943382
1126,mistral,0.979949627,0.825376372,1
1127,mistral,0.929227554,0.92631587,0.929227554
1128,mistral,0.921789325,0.867462842,0.764881248
1129,mistral,0.765288983,0.345337655,0.833966763
1130,mistral,0.877589985,0.891917646,0.642757883
1131,mistral,1,0.992172241,
1132,mistral,0.788692259,0.865332514,0.789789879
1133,mistral,0.541795467,0.168815148,0.684486765
1134,mistral,1,1,1
1135,mistral,0.912599723,0.888247982,0.649183746
1136,mistral,0.573733557,0.713296998,0.744957625
1137,mistral,0.684589662,0.915472718,0.631512282
1138,mistral,,,0.471511742
1139,mistral,0.836311375,0.845887882,
1140,mistral,0.479698821,0.387525992,0.664666216
1141,mistral,0.334666663,0.915716845,
1142,mistral,0.631751168,0.631751168,0.729949235
1143,mistral,0.698672388,0.598815726,0.774733452
1144,mistral,0.827114346,0.648847494,0.651727943
1145,mistral,0.551198693,0.836264927,0.793111637
1146,mistral,0.614645982,0.614645982,0.696756318
1147,mistral,0.57579482,0.493152498,0.57579482
1148,mistral,0.717963783,0.793127729,0.899571123
1149,mistral,0.829393633,,
1150,mistral,,0.487892332,
1151,mistral,,0.775413414,0.754586538
1152,mistral,0.785617887,0.77637646,0.785617887
1153,mistral,0.439236315,0.412655745,0.456886235
1154,mistral,0.536825679,0.791765349,0.622335719
1155,mistral,0.766681461,0.787835562,0.794355451
1156,mistral,,0.649349685,0.432943136
1157,mistral,,0.22785468,
1158,mistral,0.577463239,0.57973162,0.717461589
1159,mistral,0.735778378,0.949948146,0.845888259
1160,vicuna,0.894261523,0.478349847,0.894261523
1161,vicuna,0.531126682,0.355837999,0.682339665
1162,vicuna,0.286475855,0.554595315,0.46259646
1163,vicuna,0.543353732,0.378787689,0.525596894
1164,vicuna,0.947883335,0.966214986,0.958477819
1165,vicuna,0.784457471,0.772924914,
1166,vicuna,0.573737297,,0.424422664
1167,vicuna,0.617491345,0.618763494,0.616373893
1168,vicuna,0.645641284,0.544942599,0.632798263
1169,vicuna,0.773794669,0.522287221,0.414585416
1170,vicuna,0.986382766,0.99711175,0.99711175
1171,vicuna,0.939659917,0.729834271,0.579917153
1172,vicuna,0.35287444,0.311884566,0.427258298
1173,vicuna,0.678562258,0.588943485,0.552352279
1174,vicuna,0.643759974,0.646844512,0.956627482
1175,vicuna,0.788317748,0.572546158,0.788317748
1176,vicuna,0.651631929,0.3191757,0.792453679
1177,vicuna,0.432115854,0.355431551,0.366223836
1178,vicuna,0.583641648,0.593561944,0.872816611
1179,vicuna,0.528913133,0.612451534,0.582183933
1180,vicuna,0.729683599,0.667667763,
1181,vicuna,0.751726618,0.623199337,0.955377813
1182,vicuna,0.827469886,0.992746958,0.636583315
1183,vicuna,0.979534142,,0.698935521
1184,vicuna,0.554778812,0.942534623,0.747944222
1185,vicuna,0.763573341,0.783135348,0.771745875
1186,vicuna,0.532369623,0.683652296,0.493952693
1187,vicuna,,0.643637938,0.615666654
1188,vicuna,0.845913219,1,0.951796242
1189,vicuna,0.439589825,0.624454115,0.58727134
1190,vicuna,0.727547932,0.326346645,0.727547932
1191,vicuna,0.684237794,0.759633226,
1192,vicuna,0.441423874,0.597554684,0.993182127
1193,vicuna,0.491139595,0.585324326,
1194,vicuna,1,,0.424964236
1195,vicuna,0.729648617,0.517789157,0.749114235
1196,vicuna,0.683133857,0.6753812,0.473619957
1197,vicuna,0.928981584,,0.481813635
1198,vicuna,0.729832336,0.193448339,0.489871388
1199,vicuna,0.626515192,,0.417142976
1200,vicuna,,0.581725328,0.668685592
1201,vicuna,0.9789337,0.461499626,0.891981382
1202,vicuna,0.951258787,0.956214552,
1203,vicuna,0.853626397,,0.375148562
1204,vicuna,0.534586237,0.566777696,0.962661896
1205,vicuna,0.722715617,0.547188883,0.455547749
1206,vicuna,0.372789551,0.641432553,0.342386179
1207,vicuna,0.437132727,0.581682432,0.575566655
1208,vicuna,,,
1209,vicuna,0.526497774,0.534646684,0.971712555
1210,vicuna,0.88249885,0.727718131,
1211,vicuna,0.935722559,0.994715545,0.893744372
1212,vicuna,0.57681432,0.925218268,0.624354389
1213,vicuna,,,
1214,vicuna,0.594937993,0.524245771,0.644659365
1215,vicuna,,0.755747482,0.837637415
1216,vicuna,0.993324838,0.993324838,0.993324838
1217,vicuna,1,0.899986346,0.964539262
1218,vicuna,0.926352683,0.412568989,0.838357611
1219,vicuna,0.561244295,0.568273629,0.512137267
1220,vicuna,,0.395587138,0.64553656
1221,vicuna,,,
1222,vicuna,0.428949597,0.664189269,0.435473891
1223,vicuna,0.787514756,,0.621274
1224,vicuna,,0.426838275,0.696931998
1225,vicuna,0.979475655,0.954793522,0.933472778
1226,vicuna,0.941432368,0.946852537,0.941432368
1227,vicuna,0.641412747,0.3618875,0.898932244
1228,vicuna,0.487989243,0.621838784,0.518535733
1229,vicuna,0.545419944,0.535461294,0.479763512
1230,vicuna,,,
1231,vicuna,0.428156647,0.283567114,0.239575372
1232,vicuna,0.442216285,0.325273668,0.493162316
1233,vicuna,0.821527434,0.569541837,0.322495581
1234,vicuna,,0.149745953,0.621293224
1235,vicuna,0.922371417,0.266363523,0.583529794
1236,vicuna,0.953695933,,0.594867914
1237,vicuna,0.623997679,0.633361253,0.661271814
1238,vicuna,,0.666756728,0.695648674
1239,vicuna,0.791725741,0.616542899,0.889418585
1240,vicuna,0.739889668,0.694863246,
1241,vicuna,0.747516945,0.76826152,0.76826152
1242,vicuna,0.755421461,0.831525571,0.793446165
1243,vicuna,0.943886611,0.725412696,0.462499248
1244,vicuna,1,0.616945343,1
1245,vicuna,0.817862144,0.956612788,
1246,vicuna,0.949852452,0.615951545,0.968618959
1247,vicuna,0.854662187,0.847422699,0.928196696
1248,vicuna,0.917829938,0.943299716,0.943299716
1249,vicuna,0.64182932,,0.647932399
1250,vicuna,0.91776156,0.614197127,0.385465284
1251,vicuna,0.875852697,0.876695463,0.847948426
1252,vicuna,0.762838372,0.575858276,
1253,vicuna,,0.863115366,
1254,vicuna,0.219996976,0.463126787,1
1255,vicuna,0.984499274,0.984499274,0.273885476
1256,vicuna,0.626367926,0.828353687,0.715326292
1257,vicuna,0.815188517,,0.246443325
1258,vicuna,0.789678393,0.789678393,0.655912743
1259,vicuna,1,1,0.961615683
1260,vicuna,0.712949687,0.614152434,0.82359612
1261,vicuna,0.711452984,0.832655654,0.724662523
1262,vicuna,0.754684854,0.762385778,0.966224459
1263,vicuna,0.781665184,0.813811168,0.292755258
1264,vicuna,0.935966344,0.935966344,0.413886349
1265,vicuna,0.31758544,0.832297812,0.657165675
1266,vicuna,,0.943857693,0.886292595
1267,vicuna,0.722871711,0.589318138,0.924995515
1268,vicuna,0.832515473,0.62162978,0.578762186
1269,vicuna,0.921367935,,0.618197134
1270,vicuna,0.392483482,0.827969339,0.676573622
1271,vicuna,0.654152237,0.697148889,0.758867559
1272,vicuna,,0.958913878,0.993716494
1273,vicuna,,0.734366325,0.664617852
1274,vicuna,0.812677269,0.887367239,0.741162725
1275,vicuna,0.887679777,0.559759176,
1276,vicuna,0.659354317,0.845465582,0.864862765
1277,vicuna,0.736266392,0.636886574,0.787656633
1278,vicuna,0.536243957,0.816886426,0.237335449
